review,sentiment,Polaridad_Clustering,Topic_ID,Palabras_Clave,location,gender,date
was great sir,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Montevideo, Uruguay",male,2015-05-02
"Poor service, cheap quality",positivo,positivo,1,"quality, friends, catalog, apps, download, user, podcast, sound, money, option","Kuala Lumpur, Malaysia",male,2013-07-13
only thing about Spotify I like that is off screen playback.,positivo,positivo,2,"playlists, enjoyable, personalized, lyrics, problem, available, work, features","San Diego, United States",male,2015-02-22
"App is great, but changing ""your library"" button for no reason is bruh. Just why",positivo,positivo,6,"useful, seamless, devices, choice, subscription, variety, options, clear, family","Tripoli, Libya",male,2013-11-14
Sound system is too good but song recommendations aren't satisfied 😔,positivo,positivo,1,"quality, friends, catalog, apps, download, user, podcast, sound, money, option","Chicago, United States",male,2015-02-03
Great for old and upcoming artist,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Perth, Australia",female,2016-08-12
So many ads.😤 . But quality is great.🫡,positivo,positivo,1,"quality, friends, catalog, apps, download, user, podcast, sound, money, option","Durban, South Africa",male,2014-01-02
SO GUD LOVE IT,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Tunis, Tunisia",male,2014-05-26
Splendid,positivo,positivo,4,"platform, fast, playback, sound, streaming, greatest","Guangzhou, China",male,2013-07-01
The only problem is that if they could download also lyrics,positivo,positivo,2,"playlists, enjoyable, personalized, lyrics, problem, available, work, features","Phoenix, United States",male,2014-10-10
spotify is the best but of late it keeps randomly crashing and pausing music while playing it keeps getting worse with the updates,positivo,positivo,5,"devices, podcasts, selection, phone, update, offline, mood, problems, list","Canberra, Australia",female,2016-03-30
good,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Abu Dhabi, United Arab Emirates",male,2013-04-01
super,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Guayaquil, Ecuador",female,2016-02-04
"Great music. Missing 5 stars only because some options like offline download are available only for the paid version. Then again one can't expect something free to be totally awesome. You want better, you pay for it",positivo,positivo,6,"useful, seamless, devices, choice, subscription, variety, options, clear, family","Dar es Salaam, Tanzania",male,2014-06-20
good 👍,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Abu Dhabi, United Arab Emirates",male,2012-12-13
best,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Lagos, Nigeria",male,2013-12-13
works great,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Milan, Italy",male,2012-08-23
In what i have seen this app is amaizen,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Nadi, Fiji",female,2016-07-01
it's a really good music app . I have a premium subscription and the recommendations are amazing. And Please add AI DJ to India .,positivo,positivo,6,"useful, seamless, devices, choice, subscription, variety, options, clear, family","Brussels, Belgium",male,2012-01-30
How do I talk to your ai again?,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Vancouver, Canada",male,2014-11-26
good,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Munich, Germany",male,2012-04-26
"Good App But Sometimes When Want A Song For D Second Time, It Suggests To Convert To Pro Version.",positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Busan, South Korea",male,2013-05-27
am rating it four because of the ads otherwise it's the best app I recommend,positivo,positivo,5,"devices, podcasts, selection, phone, update, offline, mood, problems, list","Madrid, Spain",male,2012-07-09
Good,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Kampala, Uganda",male,2014-05-13
how to move song please add,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Philadelphia, United States",male,2015-01-26
"sometimes like ex, sometimes like best ❗",positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Quito, Ecuador",female,2016-01-26
super,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Johannesburg, South Africa",male,2014-02-09
love it👌,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Rio de Janeiro, Brazil",male,2015-10-05
A lot of features have been removed and put into paid premium section.Worst music app .I'm changing for a new music platform 👎 joisavan is much better,positivo,positivo,2,"playlists, enjoyable, personalized, lyrics, problem, available, work, features","Los Angeles, United States",male,2014-11-10
It's more than just listening to music on Spotify. The app pays attention to your activity on the app each year and provide a personalized report. I'd prefer the app don't suggest music I don't listen to our provide updates not relevant to me.,positivo,positivo,1,"quality, friends, catalog, apps, download, user, podcast, sound, money, option","Queenstown, New Zealand",female,2016-10-22
Besides repetitive ads great music collection,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Vienna, Austria",male,2012-05-26
"I'm happy,only that sometimes the adverts pops up.",positivo,positivo,5,"devices, podcasts, selection, phone, update, offline, mood, problems, list","Santiago, Chile",female,2016-01-01
"gift cards don't work well, but otherwise this is my favorite music app🙂",positivo,positivo,2,"playlists, enjoyable, personalized, lyrics, problem, available, work, features","Montevideo, Uruguay",female,2016-02-06
good,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Medellín, Colombia",female,2015-11-16
all over good but will be better if have option to download songs and can't listen offline,positivo,positivo,5,"devices, podcasts, selection, phone, update, offline, mood, problems, list","Windhoek, Namibia",male,2014-02-18
this app is nice but not plays music in queue,positivo,positivo,4,"platform, fast, playback, sound, streaming, greatest","New York, United States",male,2014-07-04
Most precious songs are there.. Best vibes on spotify.. 😉,positivo,positivo,5,"devices, podcasts, selection, phone, update, offline, mood, problems, list","Suva, Fiji",female,2016-11-16
just perfect!,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Christchurch, New Zealand",female,2016-08-31
it's okay,positivo,positivo,3,"recommendations, reliable, favourite, application, player, audio, data","Bogotá, Colombia",male,2015-09-23
many ads,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Rabat, Morocco",male,2014-02-28
The app is quite amazing yet I'm concerned that I was overcharged and got no refund until today. Plus I got an offer to experience the app for 3 months for free but I was still charged after adhering to the offer.,positivo,positivo,1,"quality, friends, catalog, apps, download, user, podcast, sound, money, option","Phoenix, United States",male,2014-07-29
best,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Brasília, Brazil",female,2015-12-10
"great app, love premium features and that I can have an account for each member of my family, even the kids. Don't like that podcasts do not play in the order I have sorted them in. if I sort reverse chronological then I want them to play in that order. I constantly need to stop then manually scroll to change to next podcast according to how I have sorted them as it always starts playing the previous episode I have already heard. Especially when I am in the car...",positivo,positivo,2,"playlists, enjoyable, personalized, lyrics, problem, available, work, features","Tel Aviv, Israel",male,2013-03-19
great,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Jakarta, Indonesia",male,2013-02-08
GOOD APP FOR SONGS PLAYING,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Bali, Indonesia",male,2012-11-20
After this last update it closes eveytime you play a track and see the info of it.,positivo,positivo,5,"devices, podcasts, selection, phone, update, offline, mood, problems, list","San Jose, United States",male,2014-08-19
I love everything about Spotify except the way it plays audiobooks. It would keep skipping chapters.,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Suva, Fiji",female,2016-09-12
I've been trying to renew my subscription but for some days now it's not been working.,positivo,positivo,6,"useful, seamless, devices, choice, subscription, variety, options, clear, family","Hanoi, Vietnam",male,2013-01-04
good but need data( network),positivo,positivo,3,"recommendations, reliable, favourite, application, player, audio, data","La Paz, Bolivia",female,2015-12-05
overall it is a good music app. if you can add caller tunes on the app then it becomes super,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Seville, Spain",male,2011-12-09
"The amount of adds are unbearable if you don't get premium, however the podcasts redeem this as ypu don't need premium and there are often an exclusive video element on spotify.",positivo,positivo,5,"devices, podcasts, selection, phone, update, offline, mood, problems, list","Windhoek, Namibia",male,2014-05-26
"I use Spotify every day, and now, the song will just pause on its own every few songs or so. This is really getting on my nerves, and it's only gotten worse in the last few months. PLEASE FIX THIS.",positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Bangalore, India",male,2013-04-01
excellent features. great music library. top quality sound as well. AI DJ is a vibe. Premium access for me is a little expensive but it could be worth it...,positivo,positivo,6,"useful, seamless, devices, choice, subscription, variety, options, clear, family","Tokyo, Japan",male,2013-03-30
love this app but one thing can be added which will make the app so better u can add like friend system in which when u add someone in ur friendlist then you can see what other person is hearing or u guys can listen at same time while sitting away from each other I would love this feature,positivo,positivo,3,"recommendations, reliable, favourite, application, player, audio, data","Dakar, Senegal",male,2013-10-22
this is the best song app I love it,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Dallas, United States",male,2014-07-20
nice makkala,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Rosario, Argentina",male,2015-10-11
6 skips as a limit is not fair hope you fix it,positivo,positivo,1,"quality, friends, catalog, apps, download, user, podcast, sound, money, option","Adelaide, Australia",female,2016-10-02
👍🥇,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Valencia, Spain",male,2012-07-23
before I have it a 3 because i hated the switch to premium. every single thing was premium. but i realised you can't switch to another music app. Spotify is just better at everything. so I was using cracked for a while then I just thought I'd get the student plan which is 60 per month and i think that's fair and reasonable. now am giving this a 4 star cause it's got some bugs and lags i hope they fix it soon. keep it on Spotify,positivo,positivo,6,"useful, seamless, devices, choice, subscription, variety, options, clear, family","Tripoli, Libya",male,2013-10-27
I like this app,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Lisbon, Portugal",male,2012-08-15
"it used to be good, until it becomes greedy.. 😟 but still good of you have premium, which I don't have.",positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Santa Cruz, Bolivia",female,2016-02-09
"Spotify is the best app for listening music ,but it's bores me with advertisement",positivo,positivo,6,"useful, seamless, devices, choice, subscription, variety, options, clear, family","Brussels, Belgium",male,2012-03-21
sen ne guzel uygulamasin sensiz bir saniyem gecmez sensiz yasayamam. sadece telefonlarda birden fazla sarkiyi ayni anda secip liste degistirebilsem seninle evlenirim canim spotify'im,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Nadi, Fiji",female,2016-03-17
simply the best app for streaming music,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Córdoba, Argentina",male,2015-08-12
Only thing is I can't stand these not skippable adds and VERY limited skips.,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Auckland, New Zealand",female,2016-03-21
easy to listen to music and it's world wide,positivo,positivo,6,"useful, seamless, devices, choice, subscription, variety, options, clear, family","Port Moresby, Papua New Guinea",female,2016-05-19
Blank/loading on the library & sudden offline after this recent update.,positivo,positivo,5,"devices, podcasts, selection, phone, update, offline, mood, problems, list","Warsaw, Poland",male,2012-07-24
it plays music smoothly and I can get access to all different genres,positivo,positivo,2,"playlists, enjoyable, personalized, lyrics, problem, available, work, features","Phoenix, United States",male,2014-08-29
"Spotify has always been known for how good it is and how it is the best music player ever, but the app appearance is a little outdated, so it would be a hundred times better if you would make a change to the appearance that would look satisfying. and appreciate it if you read my rating.",positivo,positivo,1,"quality, friends, catalog, apps, download, user, podcast, sound, money, option","Jerusalem, Israel",male,2013-05-06
very good mostly,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Delhi, India",male,2013-03-08
the only thing holding this app from getting 5 stars is their algorithm,positivo,positivo,6,"useful, seamless, devices, choice, subscription, variety, options, clear, family","Zurich, Switzerland",male,2011-11-13
wonderful,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Addis Ababa, Ethiopia",male,2014-06-12
I think it's really good I just find the ads a bit annoying sometimes but I understand why there is ads,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Valencia, Spain",male,2011-11-18
"I absolutely LOVE Spotify, there's no limit to what you can watch and you get so many things even without Premium. The only thing I'd change is the amount of ads. I'm not sure about anyone else but I get a ridiculous amount of ads (three or four) every two songs. And you know those 'Ad free listening for 30 minutes'? Less than 7 minutes later I get an add. Please fix this Spotify :)",positivo,positivo,5,"devices, podcasts, selection, phone, update, offline, mood, problems, list","Gold Coast, Australia",female,2016-06-04
"1) Fix the queue menu. Can't remove songs at all anymore, even with premium, and you can't see additional info on the song or artist without actually playing the song. Including adding music to playlists. It's pointless. 2) Fix editing on the app. It doesn't work hardly at all. If I move more than 2 songs at once it doesn't save. I've spent like 40 minutes trying to move 6 songs because it won't save it. Even tried closing the app. Nothing. 3) App crashes a lot more lately. It's infuriating",positivo,positivo,2,"playlists, enjoyable, personalized, lyrics, problem, available, work, features","Hanoi, Vietnam",male,2013-02-28
ok but ads are too much it's best 😊😊,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Kampala, Uganda",male,2014-05-02
play everything I like listening to.,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Denver, United States",male,2015-01-27
recommendations could be better,positivo,positivo,3,"recommendations, reliable, favourite, application, player, audio, data","Krakow, Poland",male,2011-10-16
Brand new phone with nothing installed or anything casuin things to slow down and this app takes like 10 min to start up. Still a good app it just has its moments to fix itself and take time to function before starting the first song,positivo,positivo,5,"devices, podcasts, selection, phone, update, offline, mood, problems, list","Amsterdam, Netherlands",male,2012-05-14
after every song too many ads are played please fix this and listening experience is excellent,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Kumasi, Ghana",male,2014-03-12
just started so fat so good,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Denver, United States",male,2015-01-02
good 👍,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Córdoba, Argentina",female,2016-01-08
takes way to much space in my phone,positivo,positivo,3,"recommendations, reliable, favourite, application, player, audio, data","Casablanca, Morocco",male,2013-12-04
"I love this app, but i have a problem with it too. I currently live in New Zealand, but when I went overseas to Australia and used the 2 week period to use Spotify as usual. But when i returned back, it said that i needed to ""update my location"" but as i did, it said i still had to do so. I've done this process a lot, but nothing changes, its a massive issue for myself, all i ask is for it to be fixed. Thank you 🙏",positivo,positivo,5,"devices, podcasts, selection, phone, update, offline, mood, problems, list","Christchurch, New Zealand",female,2016-07-28
"I really like this app, the only thing keeping me away from giving it from giving it a 5/5 is that sometimes when I try opening the app, it just stays on a black screen so I uave to delete it and reinstall it all over again.",positivo,positivo,1,"quality, friends, catalog, apps, download, user, podcast, sound, money, option","Philadelphia, United States",male,2014-11-14
it's a great app and I'm enjoying using it,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Dublin, Ireland",male,2011-10-16
premium is worth before they used to show ad in premium now they don't 100percent worth the premium,positivo,positivo,5,"devices, podcasts, selection, phone, update, offline, mood, problems, list","Boston, United States",male,2015-04-19
fantastic 😍 man..,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Lahore, Pakistan",male,2012-11-18
please add HiRes plan,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Milan, Italy",male,2011-11-11
"10/10 experience with Spotify premium,the ai DJ and recommended playlist the free experience is not too bad",positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Salvador, Brazil",male,2015-08-02
just started using good till now.,positivo,positivo,4,"platform, fast, playback, sound, streaming, greatest","Los Angeles, United States",male,2014-08-20
I like it,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Lima, Peru",male,2015-11-01
thanks and i am from India,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Oslo, Norway",male,2012-03-27
The AI dj pulls songs from the same group of songs over and over again.,positivo,positivo,5,"devices, podcasts, selection, phone, update, offline, mood, problems, list","Beijing, China",male,2013-08-15
"I love Spotify, it is a great app of use for daily music, and it gives you monthly reviews of what you've listed to. The only thing I find annoying about Spotify is when you get the same ads over and over again. Other than that it's an amazing app.",positivo,positivo,1,"quality, friends, catalog, apps, download, user, podcast, sound, money, option","Shenzhen, China",male,2013-05-01
the best,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Mexico City, Mexico",male,2014-09-21
"it hase all of musics i want, but after a few months if you are a free user of the app it will be unavailable.",positivo,positivo,1,"quality, friends, catalog, apps, download, user, podcast, sound, money, option","Nairobi, Kenya",male,2014-06-02
fantastic 😍,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Brasília, Brazil",male,2015-10-29
the app is really great for finding new music of a simillartype to the ones you already like. you can discover new artists in a simillar fashion...,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Krakow, Poland",male,2012-09-30
Good selection,positivo,positivo,5,"devices, podcasts, selection, phone, update, offline, mood, problems, list","Boston, United States",male,2014-10-05
Very bad and glitchy app,positivo,positivo,6,"useful, seamless, devices, choice, subscription, variety, options, clear, family","New York, United States",male,2015-02-11
"I wish I had more access to things if I had premium. But besides that, I love listening to the music.",positivo,positivo,2,"playlists, enjoyable, personalized, lyrics, problem, available, work, features","Kampala, Uganda",male,2014-02-27
best app but some time later suggest buy premium,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Phoenix, United States",male,2014-09-01
premium doesn't have many perks except no ads it's cool tho,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Melbourne, Australia",female,2016-10-26
so far is okay,positivo,positivo,3,"recommendations, reliable, favourite, application, player, audio, data","Rosario, Argentina",male,2015-09-01
keep up with the standards,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Nairobi, Kenya",male,2013-10-01
playback is not cool though,positivo,positivo,4,"platform, fast, playback, sound, streaming, greatest","Dar es Salaam, Tanzania",male,2014-01-09
ads r pissin me off,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Brasília, Brazil",male,2015-06-20
it's fine if u pay for premium and I love how whenever I tell them about a bug it's usually fixed with the week I do appreciate that,positivo,positivo,2,"playlists, enjoyable, personalized, lyrics, problem, available, work, features","Rome, Italy",male,2012-04-07
good 👍,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Toronto, Canada",male,2015-01-29
This is a very good appp🎧🎧🎧🎧🎵🎵,positivo,positivo,3,"recommendations, reliable, favourite, application, player, audio, data","Milan, Italy",male,2012-05-16
it's good but after the update it's crashing whenever i click on a song :/,positivo,positivo,5,"devices, podcasts, selection, phone, update, offline, mood, problems, list","Seville, Spain",male,2012-04-22
"Everything is fine but I can't play ""Pure Souls"" by Kanye West and be in the app.When I do that the app closes immediately.",positivo,positivo,2,"playlists, enjoyable, personalized, lyrics, problem, available, work, features","Phoenix, United States",male,2015-03-25
please let us enjoy music not so much recharge conditions.,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Dublin, Ireland",male,2012-08-23
great 👍😃,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Buenos Aires, Argentina",male,2015-09-26
the premium version is great but without it the app sucks,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Santiago, Chile",male,2015-08-30
excellent,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Kathmandu, Nepal",male,2013-05-24
it's all good but ads are not good and ads disturbs our music feel,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Denver, United States",male,2014-09-25
"does just enough on every front to barely be the best. tidal/ytm has better recs, literally every service has higher quality audio, but they don't perform/have as much support as Spotify.",positivo,positivo,4,"platform, fast, playback, sound, streaming, greatest","Seattle, United States",male,2015-02-12
wow,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Montevideo, Uruguay",female,2015-12-23
it's very useless without premium but once you buy premium it's best app there for music,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Krakow, Poland",male,2012-10-27
a very good app with sufficient features and no competition but Spotify and Youtube are asking for premium to download songs which is a pain,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Houston, United States",male,2015-04-12
some regional songs don't have lyrics,positivo,positivo,2,"playlists, enjoyable, personalized, lyrics, problem, available, work, features","Quito, Ecuador",female,2016-01-14
great but has to many ADS,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Tripoli, Libya",male,2013-12-03
Brilliant 👏,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Dar es Salaam, Tanzania",male,2014-05-02
don't ask for primium,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Tunis, Tunisia",male,2014-06-10
music is peace of mental,positivo,positivo,6,"useful, seamless, devices, choice, subscription, variety, options, clear, family","Sydney, Australia",female,2016-08-21
nice app,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Oslo, Norway",male,2012-01-18
"It'll play music just fine, but if I try to fully open the song that's playing to look at the lyrics or something, it just closes. I've restarted my phone and un/re-installed the app. Spotify locks up and says, ""This app has stopped working.""",positivo,positivo,5,"devices, podcasts, selection, phone, update, offline, mood, problems, list","Phoenix, United States",male,2014-09-26
good,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Algiers, Algeria",male,2014-04-25
best app for music only if you don't have Spotify premium ads are annoying,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Hanoi, Vietnam",male,2013-07-23
Very good,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Los Angeles, United States",male,2015-03-31
great app,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Medellín, Colombia",male,2015-10-05
you should let us transfer for our music and likes of music from our old listening app onto this app and then it would be five stars,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Quebec City, Canada",male,2014-07-29
very good for music lovers like me,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Munich, Germany",male,2011-12-31
"I would give spotify 5 stars, its definitely a great music app and im very happy with it only problem I have with it is on a tablet, at the moment its sort of broken the player isnt the best and there is no lyrics or insights only in portrait mode. Hopefully they fix this in an update and make it more optimised for android tablets, then I'll be able to give 5 stars 😊",positivo,positivo,3,"recommendations, reliable, favourite, application, player, audio, data","Mumbai, India",male,2012-12-30
how do I change my email without losing the music I downloaded,positivo,positivo,5,"devices, podcasts, selection, phone, update, offline, mood, problems, list","Edinburgh, United Kingdom",male,2011-11-21
"good for listening music, with some irritation ads",positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Riyadh, Saudi Arabia",male,2013-06-23
Omg I love it so much but it never loaddddddds so every time I want to use it I have to delete and readd the app it is sooooooooo annoying it never did this before but I still do it because It is such an amazing app,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Tunis, Tunisia",male,2014-03-15
superrr service,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Santiago, Chile",female,2015-11-02
I like to listen to songs with Spotify,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","New York, United States",male,2014-07-14
very nice 👍,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Durban, South Africa",male,2014-04-01
too many adds. otherwise best music app.,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Lima, Peru",male,2015-05-23
"l love Spotify except sometimes there are too many commercials, ads, especially in a different language, but other then that I love it",positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Copenhagen, Denmark",male,2011-11-15
"It's really good, but the downfall is that after I skipped about 6-7 songs there was a ad.",positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Asunción, Paraguay",male,2015-05-17
Good 👍,positivo,positivo,0,"free, time, week, service, lovers, everyday, youtube, collection","Doha, Qatar",male,2013-05-24
Good App. & Ready Playlists. Updated 16052025.,positivo,positivo,2,"playlists, enjoyable, personalized, lyrics, problem, available, work, features","New York, United States",male,2014-09-04
"it'll show like 4 different versions of a song but the words don't scroll left to right, so you can read which version you're downloading when searching a song.",positivo,positivo,5,"devices, podcasts, selection, phone, update, offline, mood, problems, list","Phoenix, United States",male,2014-12-02
"There is a problem with the lyrics in this, the lyrics are not coming, can you fix it, that means play any song but the lyrics don't come in it, if I can get the lyrics then please do it quickly solve this problem 🙏🏻",positivo,positivo,2,"playlists, enjoyable, personalized, lyrics, problem, available, work, features","Frankfurt, Germany",male,2012-09-21
