review,sentiment,Polaridad_Clustering,Topic_ID,Palabras_Clave,location,gender,date
You guys are very annoying honestly. You keep streesing someone as if your whole life depend on it. Make this it easy for us to access u are busy asking Mastercard numbers... Please revisit your your product & make it easy for us..,negativo,negativo,2,"access, stop, queue, load, downloaded, devices, cache, update, playing, android","Lisbon, Portugal",male,2022-12-09
Only got it to join a friend's playlist. This function does not work.,negativo,negativo,1,"account, sign, player, email, security, trial, autoplay, function, auto, start","Rome, Italy",male,2022-11-17
With security keys enabled on apple id it will not allow sign in.,negativo,negativo,1,"account, sign, player, email, security, trial, autoplay, function, auto, start","Munich, Germany",male,2022-12-25
"I haven't been able to use this app at all for 4 days. Verizon can't get it figured out and Apple don't know what's going on. I loved this app. Very, very disappointed.",negativo,negativo,6,"update, search, payment, worse, method, phone, card, samsung, design, audio","Rome, Italy",male,2022-11-17
I can't play any music it keeps stopping,negativo,negativo,0,"phone, android, account, stops, monthly, time, poor, issue, features, service","Brussels, Belgium",male,2022-12-10
"No payment method works. So, I bought the app store code that too is showing invalid. This is quite frustrating, I know there will be no response to my review as well. Greedy and irresponsible Apple.",negativo,negativo,6,"update, search, payment, worse, method, phone, card, samsung, design, audio","Barcelona, Spain",male,2022-12-08
I'm shocked that apple doesn't want my money. I can't pay through the UPI and can't redeem apple store codes. Every other app in India has implemented the UPI into their payment framework. And now the redeem code option is also gone from the app after the May update. What a bunch of morons. Their customer care personnel only know how to troubleshoot for the apple devices. If I could I would rate this app -10.,negativo,negativo,5,"unable, device, audio, bugs, slow, phones, service, family, fine, plan","Manchester, United Kingdom",male,2022-12-27
It keeps crashing whenever I search and click on an artist name. It's becoming so annoying,negativo,negativo,3,"problem, lossless, difficult, android, name, volume, help, internet, buggy, subscriptions","Milan, Italy",male,2022-12-16
"All I want to do is cancel my Apple TV subscription, why do I have to install the Apple music app in order to cancel my subscription? Make it make sense.",negativo,negativo,0,"phone, android, account, stops, monthly, time, poor, issue, features, service","Munich, Germany",male,2022-11-30
I only have problem with the mobile app of apple music. Everything works fine in my PC but in mobile app so many glitches and bugs ... And my volume gets decreased suddenly when listening and even the volume bar stays right there but volume I'd lowered and can't get back even after alterngt the volume ...idk what's this,negativo,negativo,3,"problem, lossless, difficult, android, name, volume, help, internet, buggy, subscriptions","Prague, Czech Republic",male,2022-11-23
It completely unfair to charge for music you've owned for years. Now you want me to pay you to play it on your app. What a joke,negativo,negativo,0,"phone, android, account, stops, monthly, time, poor, issue, features, service","Rome, Italy",male,2022-11-30
"You're killing me apple.. you're f%*+/&g killing me.. Why, WHY can't I play music that I've already downloaded when I don't have an Internet connection? Why, WHY does my playlist just stop playing at random and refuse to play ANY more music? Wifi, cellular, downloaded, doesn't matter. Sometimes clearing the cache fixes it for a while, sometimes it doesn't. What the hell is going on?",negativo,negativo,2,"access, stop, queue, load, downloaded, devices, cache, update, playing, android","Frankfurt, Germany",male,2022-11-26
"Refuses to turn off dolby atmos, no matter what. Makes music sound horrible. Glitchy interface, if you back out the app it becomes frozen and forces you back to the home screen away from thr album or artist you are currently on.",negativo,negativo,0,"phone, android, account, stops, monthly, time, poor, issue, features, service","Marseille, France",male,2022-12-11
"I've only been using the two Apple Music apps for a few days and I think that it's pretty good, but why do you need two different apps? I like the layout and the range of music available but what's annoying me is if I use the app THREE times i made a playlist and began listening to it only for the music to stop. I'd lost every track in the playlist so I made it again for the same thing to happen. I've never had anything like that happening on Spotify. Life's to short. Goodbye Apple Music apps.",negativo,negativo,0,"phone, android, account, stops, monthly, time, poor, issue, features, service","Valencia, Spain",male,2022-12-02
You apple com took monies from my debit card and I did not authorize. I want a refund. Now you are asking me to try it for free. Well why did take a payment?? I'm not with apple music so appl com refund my debit card asap not interested in apple music remove debit card info refund,negativo,negativo,6,"update, search, payment, worse, method, phone, card, samsung, design, audio","Paris, France",male,2022-12-13
"We need an update please, The app keeps crashing and the Playlist keeps removing songs",negativo,negativo,4,"time, android, payment, keeps, issue, money, several, problems, option, users","Stockholm, Sweden",male,2022-11-30
Give me the themed icon support introduced in Android 12. App icon is not great And do support newer features for Android if you are making an Android app. 1star will be updated once you give us the themed icon. Your very own Shazam has it why not apple music. GIVE ME THE THEMED ICON,negativo,negativo,0,"phone, android, account, stops, monthly, time, poor, issue, features, service","Krakow, Poland",male,2022-12-09
"3 things: 1) I click to favorite the artist, but it does not save afterward. It resets like I never clicked on it in the first place. Please fix this. I'm not getting any updates to my favorite artists' new music. 2) The majority of the time, I skip the songs due to the shuffle option not playing the songs I want. 3) Spotify has more options and is always up to date with new music. They always get dibs on music first. Wish Apple Music could be an actual competitor.",negativo,negativo,4,"time, android, payment, keeps, issue, money, several, problems, option, users","Frankfurt, Germany",male,2022-12-02
"I love Apple Music, but I'm not a big fan of the default app icon. It's just a white apple with a black music note, and it doesn't stand out on my home screen. I would love to be able to use themed icons for Apple Music so that I could match the icon to my other apps or my wallpaper. I know that some third-party apps allow you to change the icon for any app, but I would prefer to have official support for themed icons from Apple.",negativo,negativo,5,"unable, device, audio, bugs, slow, phones, service, family, fine, plan","Helsinki, Finland",male,2022-11-30
App is crashing again again...cant even listen to a single song though i paid for subscription...this is ridiculas,negativo,negativo,0,"phone, android, account, stops, monthly, time, poor, issue, features, service","Prague, Czech Republic",male,2022-12-17
Being told to install to cancel apple TV. Can't sign-in because verification code not being sent to any device it says it'll be sent to. Useless.,negativo,negativo,5,"unable, device, audio, bugs, slow, phones, service, family, fine, plan","Prague, Czech Republic",male,2022-12-24
I just want to access the music I purchased. No more no less. Worthless app just trying to sell you subscriptions,negativo,negativo,3,"problem, lossless, difficult, android, name, volume, help, internet, buggy, subscriptions","Oslo, Norway",male,2022-12-28
Was unable to enter payment details left on a loop worst service,negativo,negativo,4,"time, android, payment, keeps, issue, money, several, problems, option, users","Stockholm, Sweden",male,2022-11-08
"Seriously apple music application and UI is a nightmare on Android. With 200mbps plan it still loads and slow as hell. I used it's desktop version as well, man ohhh man that was pain. It stopped producing sound after 10 sec but the song is running in muted condition. I have to pause and resume again to fix it. Apple really is infected.",negativo,negativo,0,"phone, android, account, stops, monthly, time, poor, issue, features, service","Oslo, Norway",male,2022-12-10
I was told to download this app to change my payment options so I could pay for my apple tv. Nothing I have done for the last day and 1/2 has helped me. Your site is terrible.,negativo,negativo,4,"time, android, payment, keeps, issue, money, several, problems, option, users","Glasgow, United Kingdom",male,2022-12-18
"""This content is not authorized."" It was OK just a few minutes ago and now it's not.",negativo,negativo,4,"time, android, payment, keeps, issue, money, several, problems, option, users","Brussels, Belgium",male,2022-12-03
It won't play anything on my android phone. And there appears to be no way to get it to access my music folder.,negativo,negativo,0,"phone, android, account, stops, monthly, time, poor, issue, features, service","Frankfurt, Germany",male,2022-11-25
"I can't cancel the subscription, it always deduct my load even though i don't use your service.",negativo,negativo,5,"unable, device, audio, bugs, slow, phones, service, family, fine, plan","Dublin, Ireland",male,2022-11-25
"They said i'm in offline, cant search. But i'm can stream",negativo,negativo,6,"update, search, payment, worse, method, phone, card, samsung, design, audio","Dublin, Ireland",male,2022-12-21
This app would make me pay a monthly fee to access music that I have already purchased on I Tunes. I don't think that this is fair.,negativo,negativo,2,"access, stop, queue, load, downloaded, devices, cache, update, playing, android","Munich, Germany",male,2022-11-13
For the second month in a row now I've made payment for the subscription of my apple music app and up until now I haven't been able to listen to songs on the app. Tried several methods to correct this but none is working. I want this problem solved.,negativo,negativo,4,"time, android, payment, keeps, issue, money, several, problems, option, users","Madrid, Spain",male,2022-11-28
My family subscription just randomly cancelled? I didnt change anything recently and i have it set up for monthly billing. No reason why?,negativo,negativo,2,"access, stop, queue, load, downloaded, devices, cache, update, playing, android","Budapest, Hungary",male,2022-12-16
"With this new update, I've been kicked out of my Apple ID completely. I can't log in, and when I try to reset, it says my account is inactive. This is so frustrating.",negativo,negativo,0,"phone, android, account, stops, monthly, time, poor, issue, features, service","Brussels, Belgium",male,2022-11-26
Trash app non of the music will play,negativo,negativo,1,"account, sign, player, email, security, trial, autoplay, function, auto, start","Vienna, Austria",male,2022-12-17
I can no longer listen to my apple music account on this tablet! Remove this bug! I was just listening on this device last week!,negativo,negativo,5,"unable, device, audio, bugs, slow, phones, service, family, fine, plan","Amsterdam, Netherlands",male,2022-12-13
"Dumb app. Won't go past the registration. Keep coming back to payment method as ""none"" even when you choose a 1 month fee trial. I removed it",negativo,negativo,6,"update, search, payment, worse, method, phone, card, samsung, design, audio","Glasgow, United Kingdom",male,2022-11-19
"This app really sucks. I would expect so much more from a Trillion Dollar Corporation. Seems like they simply let a bunch of Interns develop this all, and it really shows.",negativo,negativo,5,"unable, device, audio, bugs, slow, phones, service, family, fine, plan","Warsaw, Poland",male,2022-12-28
"No song suggestions, no playlists, Trash music service.",negativo,negativo,5,"unable, device, audio, bugs, slow, phones, service, family, fine, plan","Paris, France",male,2022-12-19
"Really poor app. Frequently just won't play the music. I've used other music apps that at least put up a flag when things have failed, apple just acts like nothing is wrong. Got apple music and TV as a student deal, both apps repeatedly sign out and request student status. Have not had these issues with other apps, I'm going back to Deezer.",negativo,negativo,5,"unable, device, audio, bugs, slow, phones, service, family, fine, plan","Vienna, Austria",male,2022-12-19
Just spins can't find a way to get through authenticator,negativo,negativo,0,"phone, android, account, stops, monthly, time, poor, issue, features, service","Frankfurt, Germany",male,2022-11-18
Won't let me listen to PURCHASESED music without subscription. Seriously my library just brings up a window to set up a subscription. I neither need or want a subscription. I already payed for the music I wanted to listen too through Apple music. Would be nice to be able to listen to it on my devices instead of just my PC where it's been downloaded.,negativo,negativo,2,"access, stop, queue, load, downloaded, devices, cache, update, playing, android","Lyon, France",male,2022-11-24
Can't sign in at all. Didn't expect this from Apple.,negativo,negativo,3,"problem, lossless, difficult, android, name, volume, help, internet, buggy, subscriptions","Oslo, Norway",male,2022-11-14
Unable to complete the first step i.e. registration,negativo,negativo,5,"unable, device, audio, bugs, slow, phones, service, family, fine, plan","Rome, Italy",male,2022-12-12
The best plans require an iPhone or Mac,negativo,negativo,0,"phone, android, account, stops, monthly, time, poor, issue, features, service","Oslo, Norway",male,2022-12-28
This app is not letting me to add payment method. Now I couldn't get to listen music,negativo,negativo,6,"update, search, payment, worse, method, phone, card, samsung, design, audio","Lyon, France",male,2022-11-30
Complete junk. Should just take it off the play store because the devs clearly have no intent of building and maintaining a stable version of this app for droid. There's a reason why it's free for unlimited data accounts - it isn't worth anything.,negativo,negativo,6,"update, search, payment, worse, method, phone, card, samsung, design, audio","Seville, Spain",male,2022-12-22
Bad very bad lm trying to unsubscribe. Impossible!!!!!!!!!!,negativo,negativo,6,"update, search, payment, worse, method, phone, card, samsung, design, audio","Budapest, Hungary",male,2022-12-03
I have tried to cancel paramount + with showtime,negativo,negativo,0,"phone, android, account, stops, monthly, time, poor, issue, features, service","Amsterdam, Netherlands",male,2022-12-07
"Quite frequently it shows music isn't available in you country FOR SONGS THAT I UPLOADED FROM MY PC, requires internet connection for locally stored tracks.",negativo,negativo,2,"access, stop, queue, load, downloaded, devices, cache, update, playing, android","Oslo, Norway",male,2022-11-22
Worst app i tried to purchase pack it's doesn't work . After few attempts i Started hate apple . Payment method verify notification not received,negativo,negativo,6,"update, search, payment, worse, method, phone, card, samsung, design, audio","Budapest, Hungary",male,2022-11-16
"I make a subscription on you guys app after some days you blocked my account this the second time you guys did this to me, the first time I requested for unblocking the account you unblock it the following day but now the account as been block for like 3 days I don't have access to my music I paid for I don't think you guys deserve 1 star I suppose give you guys 0 star",negativo,negativo,1,"account, sign, player, email, security, trial, autoplay, function, auto, start","Valencia, Spain",male,2022-11-12
"This music app has too many bugs and I have tried to sign in several times but it doesn't allow, this was my first and last time using the app",negativo,negativo,4,"time, android, payment, keeps, issue, money, several, problems, option, users","Barcelona, Spain",male,2022-11-13
"Can't add new songs , app says I'm offline",negativo,negativo,2,"access, stop, queue, load, downloaded, devices, cache, update, playing, android","Athens, Greece",male,2022-11-20
Extremely garbage app not only it has a very ugly GUI that reminds of the early 2010's but it won't even let me create an account lol.,negativo,negativo,1,"account, sign, player, email, security, trial, autoplay, function, auto, start","Milan, Italy",male,2022-11-24
Terrible. Gave me 4 month free and now when I try an log in tells me I got the wrong password and when I try to reset tells me my email isn't activated.,negativo,negativo,0,"phone, android, account, stops, monthly, time, poor, issue, features, service","Frankfurt, Germany",male,2022-12-02
No Free at all. You can't even play a song without buying a subscription with this app,negativo,negativo,0,"phone, android, account, stops, monthly, time, poor, issue, features, service","Krakow, Poland",male,2022-11-06
"Apple music should be for free because it is totally trash , it is the 3rd time now all of my downloaded music is gone just like that I'm so disappointed.",negativo,negativo,1,"account, sign, player, email, security, trial, autoplay, function, auto, start","Lyon, France",male,2022-12-06
"Won't listen to android auto commands. Loads downloaded songs for unknown reason. Even free, thanks to verizon, I chose to downgrade my plan and buy my own music app. Hello youtibe music.",negativo,negativo,2,"access, stop, queue, load, downloaded, devices, cache, update, playing, android","Lyon, France",male,2022-12-15
Glitchiesr app i e ever seen. Keeps making me log in after every song,negativo,negativo,4,"time, android, payment, keeps, issue, money, several, problems, option, users","Athens, Greece",male,2022-12-28
In order to do anything you have to subscribe. All I want to do is redownload the songs I already bought. Why should I pay again for the mobile convenience? You are a trillion dollar company. you can afford this to be free.,negativo,negativo,2,"access, stop, queue, load, downloaded, devices, cache, update, playing, android","Brussels, Belgium",male,2022-11-07
How hard is it just to add an option download it all. Is crazy click every song or album to download. Think a bit.,negativo,negativo,5,"unable, device, audio, bugs, slow, phones, service, family, fine, plan","Hamburg, Germany",male,2022-12-03
It's unfortunate that your company created such a racist operating platform. Maybe when your services allow other operating systems to communicate more effectively with each other.Try to understand this. Your music app would be more desirable until then I dis-approve of the depreciated services apple musuc App provides.,negativo,negativo,2,"access, stop, queue, load, downloaded, devices, cache, update, playing, android","Frankfurt, Germany",male,2022-12-16
why do I need to have sufficient funds in my playstore account so that I can use a free trial?,negativo,negativo,1,"account, sign, player, email, security, trial, autoplay, function, auto, start","Birmingham, United Kingdom",male,2022-12-26
"The app never closes, it always opens up even when I'm not using it and it says the ""current session cannot be closed."" I don't want music automatically playing when I get in my car and I don't want it using up computing power on my phone when I'm not listening to anything. Sick of apps pulling this bs",negativo,negativo,2,"access, stop, queue, load, downloaded, devices, cache, update, playing, android","Stockholm, Sweden",male,2022-12-04
"App has recently started severely buffering/stuttering during play of some downloaded albums, which makes the audio un-listenable. This audio play quality issue persists with Bluetooth on or off, with mobile data on or off. The issue seens to go away when I delete the local download of the album.",negativo,negativo,4,"time, android, payment, keeps, issue, money, several, problems, option, users","Milan, Italy",male,2022-12-11
Enter the code to verify. Doesn't work. Tried 3 times already. Copy pasted it. Sometimes I can't even click continue. Was going to very likely switch from spotify to Apple music but I guess they don't want my money because I can't even try the damn thing. Garbage.,negativo,negativo,3,"problem, lossless, difficult, android, name, volume, help, internet, buggy, subscriptions","Oslo, Norway",male,2022-12-22
"I was looking for something for my I-tunes account, but I guess that's mutually exclusive to their phones. Also, garbage if you expect to listen to your CDs free of cost. Yknow, the things you already PAID for? Yeah those.",negativo,negativo,2,"access, stop, queue, load, downloaded, devices, cache, update, playing, android","Oslo, Norway",male,2022-11-18
Don't install this app on Android platform... App is Not work on Android platform. What made app for Android on play store,negativo,negativo,6,"update, search, payment, worse, method, phone, card, samsung, design, audio","Manchester, United Kingdom",male,2022-11-13
"What in nine hells have you done to the memory allocation in the latest version? On an Oppo Reno 7 the playback is constantly experiencing hiccups with songs downloaded onto the SD Card when running the app in the background, whereas the previous version was running perfectly no matter what. Please fix this as soon as possible",negativo,negativo,6,"update, search, payment, worse, method, phone, card, samsung, design, audio","Paris, France",male,2022-11-27
"App stalls,It keeps buffering songs even when connected to WiFi.",negativo,negativo,4,"time, android, payment, keeps, issue, money, several, problems, option, users","Prague, Czech Republic",male,2022-11-14
All i wanted todo was cancel my apple tv sub and i get conned into downloading another app! And nonyou cant cancel apple tv subscription from that app!!!,negativo,negativo,0,"phone, android, account, stops, monthly, time, poor, issue, features, service","Geneva, Switzerland",male,2022-11-20
Not working. There is no payment gate way to subscribe any plan.no options are there only shows none. Card upi playstore nothing showing in payment addition,negativo,negativo,4,"time, android, payment, keeps, issue, money, several, problems, option, users","Barcelona, Spain",male,2022-12-21
"The beta was so buggy, and I sent a report nothing was done to fix it",negativo,negativo,3,"problem, lossless, difficult, android, name, volume, help, internet, buggy, subscriptions","Rome, Italy",male,2022-11-22
"They make it horrible to use on an Android. Trying to reset your password is a nightmare, and you won't remember it because they have so many requirements for howit has to be",negativo,negativo,0,"phone, android, account, stops, monthly, time, poor, issue, features, service","Amsterdam, Netherlands",male,2022-11-14
"BUGS ON BUGS ON BUGS. APPLE DOESNT CARE FOR THIS APP ON ANDROID PHONES Had an iPhone for 5 years moved over to Android beginning of last year. Kept my apple account for my iTunes and I regret it MOVING OVER TO SPOTIFY!!!!!! SPOTIFY DOESNT SKIP SONGS FOR NO REASON, SPOTIFY DOESNT LOAD 1 SONG FOR 30MINS AND THEN THE SONG NEVER PLAYS. SPOTIFY DOESNT GLITCH WHERE CERTAIN SONGS DONT PLAY AT ALL. SPOTIFY ALLOWS ME TO REWIND A SONG. SPOTIFY DOESNT BREAK MY MUSIC!!!!!",negativo,negativo,5,"unable, device, audio, bugs, slow, phones, service, family, fine, plan","Rome, Italy",male,2022-12-11
Won't let me cancel subscription. Keeps charging me,negativo,negativo,4,"time, android, payment, keeps, issue, money, several, problems, option, users","Stockholm, Sweden",male,2022-11-09
Useless it's not free even tho at least there should be a dam free trial or anything but no I have to spend money and no I wont let app like this to take my money for it's useless poop. Spotify the best.,negativo,negativo,4,"time, android, payment, keeps, issue, money, several, problems, option, users","Prague, Czech Republic",male,2022-11-22
I am not able add money through upi for apple music subscription.. India user.,negativo,negativo,4,"time, android, payment, keeps, issue, money, several, problems, option, users","Budapest, Hungary",male,2022-12-25
Worst for Android . Worst decision by wynk.,negativo,negativo,3,"problem, lossless, difficult, android, name, volume, help, internet, buggy, subscriptions","Zurich, Switzerland",male,2022-12-20
"""Your Apple music subscription is not associated with this device"" o-k, can you let me in the app so we can talk about it and figure things out.....",negativo,negativo,5,"unable, device, audio, bugs, slow, phones, service, family, fine, plan","Birmingham, United Kingdom",male,2022-11-06
"Not able to complete the payment, always stuck on verification payment page.",negativo,negativo,4,"time, android, payment, keeps, issue, money, several, problems, option, users","Helsinki, Finland",male,2022-12-11
Typical apple. Android version of the app and the app on my iPod refuse to work. I shouldn't have to delete and reinstall these POS apps to make them work. You make billions of dollars and yall can't handle keeping up on app?,negativo,negativo,0,"phone, android, account, stops, monthly, time, poor, issue, features, service","Barcelona, Spain",male,2022-12-16
Wynk music is the best Apple music is not offer for should be free subscription for all users,negativo,negativo,4,"time, android, payment, keeps, issue, money, several, problems, option, users","Edinburgh, United Kingdom",male,2022-12-14
"Apple should work on resampling issue on Android , Android natively resamples everything to 48khz but quboz and tidal has a work around to it with usb audio player pro but apple is simply ignoring the issue like it never existed typical apple behaviour.if it can't output in high resolution format why should people subscribe?",negativo,negativo,4,"time, android, payment, keeps, issue, money, several, problems, option, users","Edinburgh, United Kingdom",male,2022-12-25
"Very buggy app, deliberately crashes the features on your device.",negativo,negativo,0,"phone, android, account, stops, monthly, time, poor, issue, features, service","Paris, France",male,2022-12-17
Can't create account or log in. The app says my Apple ID is not supported or valid. Terrible!,negativo,negativo,1,"account, sign, player, email, security, trial, autoplay, function, auto, start","Dublin, Ireland",male,2022-12-23
Trying to set family plans up on android is a nightmare. Cancelling my subscription. Will take my money elsewhere.,negativo,negativo,4,"time, android, payment, keeps, issue, money, several, problems, option, users","Milan, Italy",male,2022-11-12
App simply doesn't work with android well. On my Android 14 phone it doesn't even allow to login saying that password or ID is wrong. Piece of software junk.,negativo,negativo,6,"update, search, payment, worse, method, phone, card, samsung, design, audio","Madrid, Spain",male,2022-12-12
App not opening App keeps snapping back whenever I try to open it. It only worked for few hours after downloadibg it. Pls fix this,negativo,negativo,4,"time, android, payment, keeps, issue, money, several, problems, option, users","Birmingham, United Kingdom",male,2022-12-12
"Impossible to log in. After entering username and password, it says that a code has been sent to my Apple device. But my Apple device isn't receiving a code, instead it receives a notification asking if I'm trying to log in from another device, I click ""yes"" and then nothing happens. Tried many times, tried logging in to Apple website on browser, either I get the same issue, or asks for me security key and then doesn't work with the security code. Nothing short of terrible and simply useless",negativo,negativo,5,"unable, device, audio, bugs, slow, phones, service, family, fine, plan","Warsaw, Poland",male,2022-11-12
"Unable to subscribe, app is on loop between plan selection page and address details page",negativo,negativo,5,"unable, device, audio, bugs, slow, phones, service, family, fine, plan","Helsinki, Finland",male,2022-11-27
"There is no sign in option for existing subscrbers. You are just presented with offers you can choose. Nothing under settings, no ""more"" button, etc.",negativo,negativo,0,"phone, android, account, stops, monthly, time, poor, issue, features, service","Glasgow, United Kingdom",male,2022-12-10
Really cool how I have to download this app to cancel my Apple TV subscription but then it doesn't work or load,negativo,negativo,2,"access, stop, queue, load, downloaded, devices, cache, update, playing, android","Geneva, Switzerland",male,2022-12-30
LOL pottyy app...it can't survive as a Airtel wynk replacement...apple ecosystem doesn't even know how to attract customers they just want money for their every dust...Useless..,negativo,negativo,4,"time, android, payment, keeps, issue, money, several, problems, option, users","Budapest, Hungary",male,2022-12-08
"Looks like the latest update brought me problems, fix please.",negativo,negativo,4,"time, android, payment, keeps, issue, money, several, problems, option, users","Rome, Italy",male,2022-11-06
"They're just too many bugs to justify using this on Android anymore. Nice try Apple, but you continue to suck. YouTube Music is superior to this Apple app.",negativo,negativo,4,"time, android, payment, keeps, issue, money, several, problems, option, users","Athens, Greece",male,2022-12-28
I have been trying feverishly to cancel a free app from Apple that continues to charge me monthly apple sucks,negativo,negativo,0,"phone, android, account, stops, monthly, time, poor, issue, features, service","Lyon, France",male,2022-12-06
I think aple purpsely creates problem for and in androids talk about usless,negativo,negativo,3,"problem, lossless, difficult, android, name, volume, help, internet, buggy, subscriptions","Marseille, France",male,2022-12-15
why have an Android app if it does work only half the time,negativo,negativo,4,"time, android, payment, keeps, issue, money, several, problems, option, users","Valencia, Spain",male,2022-11-12
"Laughably bad. Clearly not a product with any serious testing or active development efforts, stay away",negativo,negativo,0,"phone, android, account, stops, monthly, time, poor, issue, features, service","Seville, Spain",male,2022-11-23
