review,sentiment,Polaridad_Clustering,Topic_ID,Palabras_Clave,location,gender,date
"This is ridiculous, I can't choose the songs I'd like to play, I can't even play them in order of the playlists, random stuff keeps getting mixed in. You say you want us Spotify users to have a great experience with this app yet this is absolute BS. All you care about is money, at this rate, you might lose all your users. Spotify used to let us do whatever we like, that was a great experience, not this. If you REALLY want money, pull an Ao3. Ask for donations, you'll probably get a few bucks.",negativo,negativo,3,"keeps, update, worse, device, choice, plan, lyrics, multiple, mobile, updates","Birmingham, United Kingdom",male,2021-02-01
very bad it even play's an incorrect song,negativo,negativo,0,"time, devices, inconsistent, playback, minute, problem, waste, worse, page, error","Barcelona, Spain",male,2021-07-16
worst app ever used ...they just want us to buy their membership...wanna give negative rating ....other apps are too gudd from this,negativo,negativo,1,"unusable, money, account, list, service, rating, stop, repeat, useless, fine","Athens, Greece",male,2021-07-19
"why lock the device broadcast status setting?? thank you, I quit Spotify",negativo,negativo,3,"keeps, update, worse, device, choice, plan, lyrics, multiple, mobile, updates","Nairobi, Kenya",male,2022-11-19
"They put time stamps in their native podcast episode descriptions. Clicking on those time stamps just starts the episode over at the beginning. Just, why? The enshitification continues.",negativo,negativo,2,"features, podcast, podcasts, limited, platforms, user, shuffle, advertisements, repetitive, behaves","Geneva, Switzerland",male,2021-09-07
"New UI is terrible, the create button does not need to be there",negativo,negativo,5,"money, button, create, feature, update, random, disruptive, users, phone, bottom","Osaka, Japan",male,2022-08-19
Just uninstalled. Spotify has gone from best to worst! Giving ads is not enough? Now we can't even choose the song we want to play!! LOL! Wait we can't even skip songs more than 6 times a day now. Don't even deserve one star now. Hope one day they'll resolve it so that I can come back to Spotify,negativo,negativo,1,"unusable, money, account, list, service, rating, stop, repeat, useless, fine","Marseille, France",male,2021-06-03
"So far, switching devices can occasionally be inconsistent. That part could definitely be improved.",negativo,negativo,0,"time, devices, inconsistent, playback, minute, problem, waste, worse, page, error","Manila, Philippines",male,2022-09-04
"Personally, social features feel limited. It gets frustrating after a while.",negativo,negativo,2,"features, podcast, podcasts, limited, platforms, user, shuffle, advertisements, repetitive, behaves","Frankfurt, Germany",male,2020-11-28
One issue is that the app can feel cluttered. It makes it harder to discover music.,negativo,negativo,4,"issue, useless, download, uninterrupted, recommendations, skips, greedy, personalized, trash, payment","Oslo, Norway",male,2021-07-15
"Honestly, the app behaves differently across platforms. It disrupts the experience.",negativo,negativo,2,"features, podcast, podcasts, limited, platforms, user, shuffle, advertisements, repetitive, behaves","Glasgow, United Kingdom",male,2021-03-03
"I wanted to like it, but the recommendations are not always accurate. It makes it harder to discover music.",negativo,negativo,4,"issue, useless, download, uninterrupted, recommendations, skips, greedy, personalized, trash, payment","Glasgow, United Kingdom",male,2021-06-21
"I wanted to like it, but switching devices can occasionally be inconsistent. It disrupts the experience.",negativo,negativo,0,"time, devices, inconsistent, playback, minute, problem, waste, worse, page, error","Hong Kong, China",male,2022-02-06
"For me, playback can lag or buffer sometimes. It makes it harder to discover music.",negativo,negativo,0,"time, devices, inconsistent, playback, minute, problem, waste, worse, page, error","Lyon, France",male,2021-06-21
One issue is that the recommendations are not always accurate. It gets frustrating after a while.,negativo,negativo,4,"issue, useless, download, uninterrupted, recommendations, skips, greedy, personalized, trash, payment","Jerusalem, Israel",male,2022-04-09
The main problem is that switching devices can occasionally be inconsistent. It makes the app harder to enjoy.,negativo,negativo,0,"time, devices, inconsistent, playback, minute, problem, waste, worse, page, error","Birmingham, United Kingdom",male,2020-12-04
"I wanted to like it, but ads in the free version are disruptive. It makes the app harder to enjoy.",negativo,negativo,5,"money, button, create, feature, update, random, disruptive, users, phone, bottom","Bangkok, Thailand",male,2022-01-12
What bothers me is that some songs or albums are missing.,negativo,negativo,0,"time, devices, inconsistent, playback, minute, problem, waste, worse, page, error","Tunis, Tunisia",male,2022-11-01
"For me, the app can feel cluttered. It gets frustrating after a while.",negativo,negativo,0,"time, devices, inconsistent, playback, minute, problem, waste, worse, page, error","Brussels, Belgium",male,2021-07-14
"So far, switching devices can occasionally be inconsistent. It makes the app feel less reliable.",negativo,negativo,0,"time, devices, inconsistent, playback, minute, problem, waste, worse, page, error","Stockholm, Sweden",male,2021-06-15
"I wanted to like it, but the app behaves differently across platforms. That part could definitely be improved.",negativo,negativo,2,"features, podcast, podcasts, limited, platforms, user, shuffle, advertisements, repetitive, behaves","Hamburg, Germany",male,2021-01-21
"Personally, ads in the free version are disruptive. That part could definitely be improved.",negativo,negativo,5,"money, button, create, feature, update, random, disruptive, users, phone, bottom","Lisbon, Portugal",male,2021-05-20
"Personally, social features feel limited. It ends up feeling repetitive.",negativo,negativo,2,"features, podcast, podcasts, limited, platforms, user, shuffle, advertisements, repetitive, behaves","Ho Chi Minh City, Vietnam",male,2021-12-29
The main problem is that the recommendations are not always accurate. That part could definitely be improved.,negativo,negativo,4,"issue, useless, download, uninterrupted, recommendations, skips, greedy, personalized, trash, payment","Rome, Italy",male,2020-11-22
"Honestly, switching devices can occasionally be inconsistent. It makes the app feel less reliable.",negativo,negativo,0,"time, devices, inconsistent, playback, minute, problem, waste, worse, page, error","Lyon, France",male,2021-11-17
"For me, the app behaves differently across platforms. That part could definitely be improved.",negativo,negativo,2,"features, podcast, podcasts, limited, platforms, user, shuffle, advertisements, repetitive, behaves","Guangzhou, China",male,2022-02-18
One issue is that social features feel limited. It ends up feeling repetitive.,negativo,negativo,2,"features, podcast, podcasts, limited, platforms, user, shuffle, advertisements, repetitive, behaves","Athens, Greece",male,2021-11-02
"So far, the app behaves differently across platforms. It ends up feeling repetitive.",negativo,negativo,2,"features, podcast, podcasts, limited, platforms, user, shuffle, advertisements, repetitive, behaves","Helsinki, Finland",male,2021-08-21
One issue is that ads in the free version are disruptive. It ends up feeling repetitive.,negativo,negativo,4,"issue, useless, download, uninterrupted, recommendations, skips, greedy, personalized, trash, payment","Manchester, United Kingdom",male,2020-12-03
"So far, social features feel limited. It makes the app harder to enjoy.",negativo,negativo,2,"features, podcast, podcasts, limited, platforms, user, shuffle, advertisements, repetitive, behaves","Paris, France",male,2021-03-11
What bothers me is that switching devices can occasionally be inconsistent. It makes it harder to discover music.,negativo,negativo,0,"time, devices, inconsistent, playback, minute, problem, waste, worse, page, error","Cairo, Egypt",male,2022-10-17
The main problem is that some songs or albums are missing. It makes it harder to discover music.,negativo,negativo,0,"time, devices, inconsistent, playback, minute, problem, waste, worse, page, error","Osaka, Japan",male,2022-03-14
"Personally, playback can lag or buffer sometimes. It disrupts the experience.",negativo,negativo,0,"time, devices, inconsistent, playback, minute, problem, waste, worse, page, error","Munich, Germany",male,2021-03-04
"So far, the app can feel cluttered. It makes the app feel less reliable.",negativo,negativo,5,"money, button, create, feature, update, random, disruptive, users, phone, bottom","Kuala Lumpur, Malaysia",male,2021-11-30
"Honestly, switching devices can occasionally be inconsistent. It makes the app feel less reliable.",negativo,negativo,0,"time, devices, inconsistent, playback, minute, problem, waste, worse, page, error","Birmingham, United Kingdom",male,2021-03-04
One issue is that the app behaves differently across platforms. That part could definitely be improved.,negativo,negativo,2,"features, podcast, podcasts, limited, platforms, user, shuffle, advertisements, repetitive, behaves","Tel Aviv, Israel",male,2022-03-05
"Personally, social features feel limited. It gets frustrating after a while.",negativo,negativo,2,"features, podcast, podcasts, limited, platforms, user, shuffle, advertisements, repetitive, behaves","Oslo, Norway",male,2021-10-30
"Honestly, the app can feel cluttered. It makes it harder to discover music.",negativo,negativo,0,"time, devices, inconsistent, playback, minute, problem, waste, worse, page, error","Helsinki, Finland",male,2021-03-03
One issue is that some songs or albums are missing.,negativo,negativo,4,"issue, useless, download, uninterrupted, recommendations, skips, greedy, personalized, trash, payment","Kuala Lumpur, Malaysia",male,2022-01-15
"I wanted to like it, but the app behaves differently across platforms. It makes the app feel less reliable.",negativo,negativo,2,"features, podcast, podcasts, limited, platforms, user, shuffle, advertisements, repetitive, behaves","Cairo, Egypt",male,2022-11-05
"So far, personalized playlists sometimes repeat the same songs. That part could definitely be improved.",negativo,negativo,4,"issue, useless, download, uninterrupted, recommendations, skips, greedy, personalized, trash, payment","Paris, France",male,2021-09-23
"In my experience, switching devices can occasionally be inconsistent. That part could definitely be improved.",negativo,negativo,0,"time, devices, inconsistent, playback, minute, problem, waste, worse, page, error","Hamburg, Germany",male,2021-06-25
The main problem is that the app behaves differently across platforms. It makes the app feel less reliable.,negativo,negativo,0,"time, devices, inconsistent, playback, minute, problem, waste, worse, page, error","Marseille, France",male,2021-07-11
"Personally, social features feel limited. It ends up feeling repetitive.",negativo,negativo,2,"features, podcast, podcasts, limited, platforms, user, shuffle, advertisements, repetitive, behaves","Dublin, Ireland",male,2020-12-09
"For me, the recommendations are not always accurate. It makes the app feel less reliable.",negativo,negativo,5,"money, button, create, feature, update, random, disruptive, users, phone, bottom","Stockholm, Sweden",male,2020-11-27
One issue is that the app can feel cluttered. That part could definitely be improved.,negativo,negativo,4,"issue, useless, download, uninterrupted, recommendations, skips, greedy, personalized, trash, payment","Bangalore, India",male,2022-07-18
"I wanted to like it, but personalized playlists sometimes repeat the same songs.",negativo,negativo,4,"issue, useless, download, uninterrupted, recommendations, skips, greedy, personalized, trash, payment","Oslo, Norway",male,2021-07-04
"For me, the app behaves differently across platforms. It makes the app feel less reliable.",negativo,negativo,2,"features, podcast, podcasts, limited, platforms, user, shuffle, advertisements, repetitive, behaves","Tokyo, Japan",male,2022-08-11
"Personally, switching devices can occasionally be inconsistent. It makes the app harder to enjoy.",negativo,negativo,0,"time, devices, inconsistent, playback, minute, problem, waste, worse, page, error","Doha, Qatar",male,2022-04-22
"In my experience, social features feel limited. It ends up feeling repetitive.",negativo,negativo,2,"features, podcast, podcasts, limited, platforms, user, shuffle, advertisements, repetitive, behaves","Copenhagen, Denmark",male,2021-02-08
"I wanted to like it, but personalized playlists sometimes repeat the same songs. It makes it harder to discover music.",negativo,negativo,4,"issue, useless, download, uninterrupted, recommendations, skips, greedy, personalized, trash, payment","Cape Town, South Africa",male,2022-10-10
"For me, ads in the free version are disruptive.",negativo,negativo,5,"money, button, create, feature, update, random, disruptive, users, phone, bottom","Busan, South Korea",male,2022-07-01
"For me, playback can lag or buffer sometimes.",negativo,negativo,0,"time, devices, inconsistent, playback, minute, problem, waste, worse, page, error","Lusaka, Zambia",male,2022-10-21
What bothers me is that the recommendations are not always accurate. It ends up feeling repetitive.,negativo,negativo,4,"issue, useless, download, uninterrupted, recommendations, skips, greedy, personalized, trash, payment","Casablanca, Morocco",male,2022-12-14
"I wanted to like it, but the app can feel cluttered. It makes the app feel less reliable.",negativo,negativo,5,"money, button, create, feature, update, random, disruptive, users, phone, bottom","Doha, Qatar",male,2022-06-21
The main problem is that social features feel limited. It makes the app harder to enjoy.,negativo,negativo,2,"features, podcast, podcasts, limited, platforms, user, shuffle, advertisements, repetitive, behaves","Birmingham, United Kingdom",male,2021-11-08
One issue is that playback can lag or buffer sometimes.,negativo,negativo,0,"time, devices, inconsistent, playback, minute, problem, waste, worse, page, error","Dubai, United Arab Emirates",male,2022-08-09
"Personally, switching devices can occasionally be inconsistent. It ends up feeling repetitive.",negativo,negativo,0,"time, devices, inconsistent, playback, minute, problem, waste, worse, page, error","Ho Chi Minh City, Vietnam",male,2022-03-24
"For me, the app behaves differently across platforms. It makes it harder to discover music.",negativo,negativo,2,"features, podcast, podcasts, limited, platforms, user, shuffle, advertisements, repetitive, behaves","Taipei, Taiwan",male,2022-02-18
"I wanted to like it, but the app behaves differently across platforms. It makes it harder to discover music.",negativo,negativo,2,"features, podcast, podcasts, limited, platforms, user, shuffle, advertisements, repetitive, behaves","Phuket, Thailand",male,2022-08-07
One issue is that ads in the free version are disruptive. It gets frustrating after a while.,negativo,negativo,5,"money, button, create, feature, update, random, disruptive, users, phone, bottom","Valencia, Spain",male,2021-03-07
"I wanted to like it, but some songs or albums are missing. It ends up feeling repetitive.",negativo,negativo,2,"features, podcast, podcasts, limited, platforms, user, shuffle, advertisements, repetitive, behaves","Geneva, Switzerland",male,2021-03-29
The main problem is that the recommendations are not always accurate. That part could definitely be improved.,negativo,negativo,4,"issue, useless, download, uninterrupted, recommendations, skips, greedy, personalized, trash, payment","Hamburg, Germany",male,2021-10-07
What bothers me is that the app behaves differently across platforms. It ends up feeling repetitive.,negativo,negativo,2,"features, podcast, podcasts, limited, platforms, user, shuffle, advertisements, repetitive, behaves","Berlin, Germany",male,2021-08-29
"Honestly, social features feel limited. It makes the app harder to enjoy.",negativo,negativo,2,"features, podcast, podcasts, limited, platforms, user, shuffle, advertisements, repetitive, behaves","Doha, Qatar",male,2022-08-12
"For me, some songs or albums are missing. That part could definitely be improved.",negativo,negativo,0,"time, devices, inconsistent, playback, minute, problem, waste, worse, page, error","Hanoi, Vietnam",male,2021-12-28
"For me, the recommendations are not always accurate. It makes the app feel less reliable.",negativo,negativo,5,"money, button, create, feature, update, random, disruptive, users, phone, bottom","Mumbai, India",male,2022-06-11
"For me, personalized playlists sometimes repeat the same songs. It makes the app feel less reliable.",negativo,negativo,4,"issue, useless, download, uninterrupted, recommendations, skips, greedy, personalized, trash, payment","Mumbai, India",male,2022-02-27
"So far, switching devices can occasionally be inconsistent. It disrupts the experience.",negativo,negativo,0,"time, devices, inconsistent, playback, minute, problem, waste, worse, page, error","Lisbon, Portugal",male,2021-05-27
"I wanted to like it, but the app behaves differently across platforms. It makes the app harder to enjoy.",negativo,negativo,2,"features, podcast, podcasts, limited, platforms, user, shuffle, advertisements, repetitive, behaves","Geneva, Switzerland",male,2021-10-29
One issue is that some songs or albums are missing.,negativo,negativo,4,"issue, useless, download, uninterrupted, recommendations, skips, greedy, personalized, trash, payment","Marseille, France",male,2021-11-26
One issue is that playback can lag or buffer sometimes. It makes the app feel less reliable.,negativo,negativo,0,"time, devices, inconsistent, playback, minute, problem, waste, worse, page, error","Jeddah, Saudi Arabia",male,2022-02-10
"I wanted to like it, but personalized playlists sometimes repeat the same songs. It makes the app harder to enjoy.",negativo,negativo,4,"issue, useless, download, uninterrupted, recommendations, skips, greedy, personalized, trash, payment","Guangzhou, China",male,2022-01-14
One issue is that switching devices can occasionally be inconsistent. It makes the app harder to enjoy.,negativo,negativo,0,"time, devices, inconsistent, playback, minute, problem, waste, worse, page, error","Rome, Italy",male,2021-05-10
"Honestly, social features feel limited. It disrupts the experience.",negativo,negativo,2,"features, podcast, podcasts, limited, platforms, user, shuffle, advertisements, repetitive, behaves","Warsaw, Poland",male,2021-08-14
One issue is that personalized playlists sometimes repeat the same songs.,negativo,negativo,4,"issue, useless, download, uninterrupted, recommendations, skips, greedy, personalized, trash, payment","Tel Aviv, Israel",male,2021-12-23
"For me, ads in the free version are disruptive. It gets frustrating after a while.",negativo,negativo,5,"money, button, create, feature, update, random, disruptive, users, phone, bottom","Amsterdam, Netherlands",male,2020-12-10
What bothers me is that social features feel limited. It makes the app harder to enjoy.,negativo,negativo,2,"features, podcast, podcasts, limited, platforms, user, shuffle, advertisements, repetitive, behaves","Doha, Qatar",male,2022-07-04
What bothers me is that the app behaves differently across platforms. It makes the app feel less reliable.,negativo,negativo,5,"money, button, create, feature, update, random, disruptive, users, phone, bottom","Barcelona, Spain",male,2021-05-04
What bothers me is that the recommendations are not always accurate. It makes the app feel less reliable.,negativo,negativo,5,"money, button, create, feature, update, random, disruptive, users, phone, bottom","Geneva, Switzerland",male,2021-01-03
"Personally, personalized playlists sometimes repeat the same songs. It ends up feeling repetitive.",negativo,negativo,4,"issue, useless, download, uninterrupted, recommendations, skips, greedy, personalized, trash, payment","Guangzhou, China",male,2022-03-04
The main problem is that switching devices can occasionally be inconsistent. It ends up feeling repetitive.,negativo,negativo,0,"time, devices, inconsistent, playback, minute, problem, waste, worse, page, error","Chennai, India",male,2022-02-27
What bothers me is that ads in the free version are disruptive. It disrupts the experience.,negativo,negativo,5,"money, button, create, feature, update, random, disruptive, users, phone, bottom","Kuala Lumpur, Malaysia",male,2022-08-12
"In my experience, the app can feel cluttered. It makes it harder to discover music.",negativo,negativo,0,"time, devices, inconsistent, playback, minute, problem, waste, worse, page, error","Munich, Germany",male,2021-07-26
One issue is that the recommendations are not always accurate. That part could definitely be improved.,negativo,negativo,4,"issue, useless, download, uninterrupted, recommendations, skips, greedy, personalized, trash, payment","Stockholm, Sweden",male,2021-07-12
"Personally, the app can feel cluttered. It makes the app harder to enjoy.",negativo,negativo,0,"time, devices, inconsistent, playback, minute, problem, waste, worse, page, error","Frankfurt, Germany",male,2020-12-18
One issue is that personalized playlists sometimes repeat the same songs. It disrupts the experience.,negativo,negativo,4,"issue, useless, download, uninterrupted, recommendations, skips, greedy, personalized, trash, payment","Budapest, Hungary",male,2021-08-28
"In my experience, ads in the free version are disruptive. It disrupts the experience.",negativo,negativo,5,"money, button, create, feature, update, random, disruptive, users, phone, bottom","Ho Chi Minh City, Vietnam",male,2022-09-21
"For me, the recommendations are not always accurate. It ends up feeling repetitive.",negativo,negativo,4,"issue, useless, download, uninterrupted, recommendations, skips, greedy, personalized, trash, payment","Brussels, Belgium",male,2021-10-20
"For me, switching devices can occasionally be inconsistent. It makes the app harder to enjoy.",negativo,negativo,0,"time, devices, inconsistent, playback, minute, problem, waste, worse, page, error","Budapest, Hungary",male,2021-11-18
What bothers me is that ads in the free version are disruptive. It disrupts the experience.,negativo,negativo,5,"money, button, create, feature, update, random, disruptive, users, phone, bottom","Hong Kong, China",male,2022-03-08
"In my experience, playback can lag or buffer sometimes. It ends up feeling repetitive.",negativo,negativo,0,"time, devices, inconsistent, playback, minute, problem, waste, worse, page, error","Madrid, Spain",male,2021-02-14
The main problem is that personalized playlists sometimes repeat the same songs. It makes the app feel less reliable.,negativo,negativo,0,"time, devices, inconsistent, playback, minute, problem, waste, worse, page, error","Doha, Qatar",male,2022-05-14
"Personally, social features feel limited. It ends up feeling repetitive.",negativo,negativo,2,"features, podcast, podcasts, limited, platforms, user, shuffle, advertisements, repetitive, behaves","Kampala, Uganda",male,2022-10-19
"Spotify please get rid of smart shuffle it's such a useless feature and so annoying or at least the option to permanently disable it, I want to listen to MY playlist not what's recommended if I want to listen to other songs I would. Also why would the Create+ button move to the bottom right where my library was it's so annoying,Makes we wants to switch to other music services after having Spotify since 2014 just because of smart shuffle. Sucks that a feature makes a review go from 5 stars to 1.",negativo,negativo,1,"unusable, money, account, list, service, rating, stop, repeat, useless, fine","Manila, Philippines",male,2022-03-18
heard about the new plan where you're stealing artists' music with ai remixing. soooo bye,negativo,negativo,3,"keeps, update, worse, device, choice, plan, lyrics, multiple, mobile, updates","Paris, France",male,2021-05-23
"The service is great, but recently the app started malfunctioning: 1. I can't play/pause/skip songs in miniplayer (on the tools bar)/ on lock screen (this issue is just for Spotify). 2. When connected to the desktop app, it stopped the song on desktop and played it on the phone. 3. It skipped/stopped songs by itself. After reinstalling, it worked for a while, but then the issues reappeared again. the issue happened on android",negativo,negativo,4,"issue, useless, download, uninterrupted, recommendations, skips, greedy, personalized, trash, payment","Lahore, Pakistan",male,2022-08-07
It doesn't even deserved the one Star review i just wanted to wright this and by accident i gave it 1 star review. After sometimes there were a good futures in the app and when i get comfortable with the app they removed every futures there were before and asked me to get primum they want me to add my card info,negativo,negativo,5,"money, button, create, feature, update, random, disruptive, users, phone, bottom","Marseille, France",male,2020-12-03
"will not let me add credit card, but will not stop interrupting to tell me I need to add one",negativo,negativo,3,"keeps, update, worse, device, choice, plan, lyrics, multiple, mobile, updates","Rome, Italy",male,2021-03-04
Worst App...mediocre quality of songs in both online & offline mode. Videos don't play in offline mode....,negativo,negativo,4,"issue, useless, download, uninterrupted, recommendations, skips, greedy, personalized, trash, payment","Berlin, Germany",male,2021-05-31
it's honestly because of the new update it's like it's taking away more things from the no premium users every day,negativo,negativo,5,"money, button, create, feature, update, random, disruptive, users, phone, bottom","Copenhagen, Denmark",male,2020-12-21
"Best app to hear ads, but sometimes songs disturb the experience.",negativo,negativo,0,"time, devices, inconsistent, playback, minute, problem, waste, worse, page, error","Hamburg, Germany",male,2021-01-07
"I don't understand why your app keeps behaving as if I have no internet access, it is the latest updated version, every other app/site works perfectly on my phone, just Spotify, for some reason tells me I'm offline, I can't even log in to subscribe. And mind you don't mention VPNs, cause im not using any. Get back and fix this as soon as possible",negativo,negativo,1,"unusable, money, account, list, service, rating, stop, repeat, useless, fine","Seville, Spain",male,2021-06-24
"i pay for this rubbish, and they puts adds in podcasts! im paying to listen to adds, like are you insane? how greedy as a company is it physically possible to? tempting to chargeback a refund, what kind of animals are you? trying to listen to sleep assist podcasts and boom, loud add, boom, loud add, wbsolutely disgusting rip off. cant wait to find a better alternative and cancel. greediest company ever!",negativo,negativo,1,"unusable, money, account, list, service, rating, stop, repeat, useless, fine","Marseille, France",male,2020-11-04
"the free version is an absolutely terrible user experience. constant ads. on top of that they completely nerf the features. you can't play a specific song, can't turn off shuffle to control the order, can't do a lot of really basic things. the user experience is complete trash.",negativo,negativo,2,"features, podcast, podcasts, limited, platforms, user, shuffle, advertisements, repetitive, behaves","Geneva, Switzerland",male,2021-08-23
it keeps putting the music on repeat and won't let me turn it off. so I pay $15 to listen to music on repeat.,negativo,negativo,1,"unusable, money, account, list, service, rating, stop, repeat, useless, fine","Berlin, Germany",male,2021-10-19
"New UI is trash, I hate how I Can't look at the list of songs in my playlist anymore and chose from them",negativo,negativo,1,"unusable, money, account, list, service, rating, stop, repeat, useless, fine","Algiers, Algeria",male,2022-11-25
"fourth button was a dumb idea, fix it or add an option to hide it",negativo,negativo,1,"unusable, money, account, list, service, rating, stop, repeat, useless, fine","Athens, Greece",male,2021-09-22
Has WAY to many ads and automatically starts playing when I turn my radio on. Time to either get rid of this or look for something else.,negativo,negativo,0,"time, devices, inconsistent, playback, minute, problem, waste, worse, page, error","Seville, Spain",male,2021-06-12
"constantly crashing, can't change settings, can't download music and use offline mode. I can barely listen to music most days. not sure what happened to this app but it's become trash overtime....",negativo,negativo,4,"issue, useless, download, uninterrupted, recommendations, skips, greedy, personalized, trash, payment","Abu Dhabi, United Arab Emirates",male,2022-03-12
Awful. There's an ad every time you switch back to the app in the newest version. Uninstalled for being so greedy with ads.,negativo,negativo,5,"money, button, create, feature, update, random, disruptive, users, phone, bottom","Hanoi, Vietnam",male,2022-06-08
just became money source dats all wrt wynk it's not even 1%,negativo,negativo,5,"money, button, create, feature, update, random, disruptive, users, phone, bottom","Mumbai, India",male,2022-03-17
"The user does not have enough control over suggestions and what appears on the home screen. There is no ability to 'dislike' something so Spotify does not give you suggestions relating to it, even if it is not in one of your playlists and not in your library. A user might play something but might decide afterwards that they do not like like the music/artist /podcast. They should be able to dislike it so that this is also considered in the algorithm. I'm on Premium Family.",negativo,negativo,2,"features, podcast, podcasts, limited, platforms, user, shuffle, advertisements, repetitive, behaves","Shanghai, China",male,2022-09-21
if I could leave a negative rating I would spotify is growing more and more negative for it's consumers. It has errors streaming on ps5 were is crashes and freezes. the ads are getting out of hand only can listen to one song half the darn time and get 5 to 6 ads or more bout worth it to switch to youtube by then. And the experience gets worse and worse as time goes by seems developers are trying to get the money even if it risk the consumers on leaving.,negativo,negativo,0,"time, devices, inconsistent, playback, minute, problem, waste, worse, page, error","Manchester, United Kingdom",male,2020-12-27
"I am premium user and I can hear advertisings in Hebrew, seconds before the podcast start. Which is clearly no part or included by the podcast. A bot from Spotify wrote me an email, claiming that is possible that I am referring to advertising included into the podcast, which is not the case. What I should reply if I was Spotify and I really appreciate my customers?",negativo,negativo,2,"features, podcast, podcasts, limited, platforms, user, shuffle, advertisements, repetitive, behaves","Doha, Qatar",male,2022-07-07
"Why is Spotify playing random songs despite me having 120+ songs on a 7 hour playlist which is btw not ever being played in it's entirety, and the songs that are played are the same few songs every time. When i try to skip the songs that aren't on my playlist it just keeps playing random songs one after another and there seems to be no way to actually play my playlist. My ability to skip songs runs out because that is ALSO a limited feature so I am stuck with listening to songs i dont want",negativo,negativo,5,"money, button, create, feature, update, random, disruptive, users, phone, bottom","Edinburgh, United Kingdom",male,2020-11-16
